,Cycle,Cand_Name,Cand_Id,Debt_Owed_By_Committee,Transfer_From_Other_Auth_Committee,Offsets_To_Fundraising,Offsets_To_Leagal_Accounting,Transfer_To_Other_Auth_Committee,Debt_Owe_To_Committee,Contributions,Loans,Refunds,Disbursements,Expenditures,Repayments,Receipts,Avg Annual Income,Avg Mortgage,Avg Age,Avg Household Income,% of With Foodstamps,% Without Foodstamps,%Females,%Males,% Widowed,% Never Married,% Married Spouse Present,% Divorced,% Seperated,% Married Spouse Absent,% White,% Black,% Other Race,% Two major Races,% Japanese,% Other Asian,% Native Indian or Alaska,% Chinese,% Three or More Races,% Citizen,% Non-Citizen,% Naturalized Citizen,% Speak_English ,% Other_Language,% Bachelor Degree,% Lower Education,% Masters or Professional Certificate,% Doctoral Degree,% Employed,% Self_Employed,% Unemployed,Winner
0,2008,"OBAMA, BARACK",P80003338,434954.4,86950000.0,0.0,0.0,0.0,0.0,6066909272.6,0.0,11511910.4,808315858.38,4451866478.75,0.0,780318335.75,27222.4,902.2,48.6,53308.6,94.2,5.8,52.5,47.5,8.3,12.1,63.4,13.2,1.3,1.6,91.1,6.5,0.4,0.5,0.0,0.6,0.5,0.1,0.2,97.1,1.3,1.6,97.1,2.9,51.8,39.3,8.4,0.5,54.1,43.5,2.4,1
1,2008,"PRATTAS, JAMES JOHN",P00003236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20951.6,551.7,47.1,39712.5,89.1,10.9,54.8,45.2,8.7,19.5,54.5,11.5,3.0,2.8,80.5,17.1,0.1,0.9,0.1,0.7,0.3,0.2,0.0,97.3,1.5,1.2,95.4,4.6,41.1,52.6,5.0,1.2,54.3,41.1,4.5,0
2,2008,"MOREAU, ROBERT EDWARD",P00003327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24017.6,658.6,48.2,47650.0,94.2,5.8,54.6,45.4,10.5,13.8,60.9,11.7,1.5,1.6,85.5,11.6,0.0,1.6,0.0,0.7,0.2,0.1,0.2,98.6,0.9,0.5,98.0,2.0,45.3,46.6,7.9,0.2,50.3,46.8,2.9,0
3,2008,"CAPLETTE, RAYMOND JOSEPH",P20000329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28109.5,812.4,47.2,54993.2,93.5,6.5,55.0,45.0,9.5,23.5,50.3,12.3,2.5,1.9,63.1,35.1,0.4,0.7,0.0,0.5,0.1,0.1,0.0,97.5,1.3,1.2,96.6,3.4,47.8,42.0,9.3,0.9,58.5,38.1,3.4,0
4,2008,"SEGAL, MARY ANN TOMKINS MD",P20000659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24870.4,725.1,40.6,45575.0,92.4,7.6,52.1,47.9,4.9,32.1,51.2,8.3,1.7,2.0,75.2,21.0,0.3,0.6,0.1,1.7,0.3,0.8,0.2,94.4,4.1,1.5,93.2,6.8,53.3,32.2,10.8,3.7,59.8,36.3,3.8,0
5,2008,"FLYNN, RICHARD FRANCIS",P20001475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24039.4,680.1,46.3,47208.6,88.6,11.4,54.8,45.2,8.5,22.6,52.3,12.1,2.7,1.8,67.3,28.8,0.4,1.0,0.1,1.5,0.8,0.1,0.0,96.6,1.8,1.6,95.6,4.4,42.8,50.4,5.9,0.9,58.3,37.5,4.2,0
6,2008,"CARDENAS, TOMMY C",P40000101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37369.3,997.7,44.5,76499.6,96.2,3.8,52.5,47.5,4.9,16.4,68.4,9.0,0.6,0.8,89.9,6.8,0.8,1.0,0.1,0.7,0.3,0.2,0.1,95.1,4.0,0.9,95.0,5.0,56.2,30.5,12.1,1.2,67.9,29.7,2.4,0
7,2008,"OGIN, FREDERICK EUGENE",P40000382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23463.3,747.7,43.1,45748.4,95.0,5.0,53.0,47.0,7.2,26.5,52.1,11.9,1.2,1.2,77.0,21.4,0.2,0.4,0.0,0.4,0.3,0.3,0.0,97.2,1.8,1.0,95.5,4.5,46.1,45.1,7.5,1.3,57.3,39.6,3.1,0
8,2008,"TOMPKINS, L A (LINN) PRES",P40002263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36608.6,1222.5,42.7,71102.6,95.7,4.3,51.2,48.8,3.1,25.8,54.0,12.7,1.8,2.5,73.7,4.8,1.5,5.4,0.2,7.8,5.9,0.6,0.1,88.6,4.0,7.5,85.9,14.1,56.4,32.8,9.5,1.2,70.9,25.7,3.4,0
9,2008,"BLAKLEY, WILLIAM",P40002784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22160.8,991.5,42.4,45262.3,89.9,10.1,51.2,48.8,5.3,32.4,47.7,9.4,2.2,3.1,64.1,1.0,2.7,1.1,0.1,0.8,29.8,0.3,0.0,94.6,3.7,1.7,68.8,31.2,54.1,36.3,8.1,1.5,61.6,34.1,4.2,0
